realization;time;Energy;Enery_x;Energy_y;Energy_z;Xemit_x;cell_vol
0;0;0;0;0;0;0;5797443.781
0;328.17;4.228498241;1.433679326;1.394307088;1.400511827;0.0002411998796;5797443.781
0;656.34;16.91971965;5.739496464;5.581678907;5.598544275;0.0004825929875;5793436.577
0;984.51;38.06968471;12.92029318;12.56465877;12.58473276;0.0007240581839;5793444.81
0;1312.68;67.63347381;22.95925661;22.32718641;22.34703079;0.0009651909786;5793450.556
0;1640.85;104.506984;35.48133658;34.51702983;34.50861758;0.001199872964;5793458.825
0;1969.02;147.7401868;50.19151624;48.80117806;48.74749254;0.001427064229;5793444.145
0;2297.19;197.1938171;66.98604656;65.1667353;65.04103521;0.001648604859;5794391.808
0;2625.36;252.8394654;85.87434889;83.51095945;83.45415705;0.001866584019;5793580.693
0;2953.53;314.661786;106.9068445;103.9262449;103.8286967;0.002082645287;5794512.465
0;3281.7;382.5937463;130.0119914;126.2732162;126.3085387;0.002296696996;5793819.245
0;3609.87;456.5370429;155.1310117;150.7612747;150.6447565;0.002508751317;5794277.232
0;3938.04;536.4182986;182.2458868;177.1655822;177.0068296;0.002719148524;5794260.902
0;4266.21;622.0994489;211.3380705;205.5155965;205.2457818;0.00292817797;5794595.727
0;4594.38;713.4610632;242.450871;235.6654812;235.344711;0.003136355844;5793785.719
0;4922.55;810.3238802;275.3151438;267.7053573;267.3033791;0.003342184993;5794525.018
0;5250.72;912.5467935;310.1211392;301.3420459;301.0836085;0.003547158939;5794397.933
0;5578.89;1019.869947;346.5395023;336.888212;336.4422325;0.003749662537;5794759.002
0;5907.06;1132.102314;384.5595882;374.1102001;373.4325254;0.003950038822;5794738.626
0;6235.23;1249.083749;424.1660146;412.9385612;411.9791737;0.00414847462;5795006.562
0;6563.4;1370.595747;465.4410247;453.1125505;452.0421723;0.004345673468;5795419.164
0;6891.57;1496.366005;508.0422259;494.8703082;493.4534704;0.004540269392;5796071.746
0;7219.74;1626.222131;552.0989483;537.7699371;536.3532453;0.004733036503;5794409.699
0;7547.91;1759.943872;597.4359532;581.9875005;580.5204178;0.004923539218;5795006.928
0;7876.08;1897.170049;644.2398143;627.3094853;625.6207493;0.005112804856;5795538.94
0;8204.25;2037.660786;691.855574;673.7187112;672.086501;0.0052984084;5795663.468
0;8532.42;2181.19469;740.9508508;720.7747375;719.4691021;0.005483231372;5795937.461
0;8860.59;2327.42548;790.8205794;769.0206455;767.5842551;0.005664825003;5795588.181
0;9188.76;2476.046962;841.1265914;818.2081321;816.7122384;0.005842288965;5795308.311
0;9516.93;2626.805684;892.2492705;867.9031176;866.6532954;0.006017370868;5795858.463
0;9845.1;2779.386394;943.9134531;918.4353889;917.0375515;0.00618930904;5794860.189
0;10173.27;2933.510323;996.2382064;969.2604093;968.0117076;0.00635871802;5794667.858
0;10501.44;3088.936564;1049.216358;1020.591432;1019.128774;0.006525757149;5792899.996
0;10829.61;3245.329087;1102.117647;1072.382206;1070.829234;0.00668834268;5794730.139
0;11157.78;3402.471482;1155.197971;1124.434583;1122.838928;0.006847666579;5792824.987
0;11485.95;3559.998702;1208.816599;1176.543596;1174.638506;0.00700497988;5794714.537
0;11814.12;3717.552189;1262.482969;1228.536744;1226.532476;0.007158991034;5792388.451
0;12142.29;3874.871157;1315.893237;1280.323291;1278.654629;0.007309122604;5794819.44
0;12470.46;4031.674088;1369.277075;1331.866597;1330.530416;0.007456225771;5792721.304
0;12798.63;4187.691128;1422.131336;1383.224193;1382.335599;0.007599093154;5794637.818
0;13126.8;4342.650037;1474.846706;1434.265396;1433.537936;0.007738956886;5793062.199
0;13454.97;4496.275453;1526.824614;1485.03832;1484.41252;0.00787456353;5795184.566
0;13783.14;4648.217704;1577.91737;1535.430827;1534.869507;0.008005421366;5794260.86
0;14111.31;4798.331646;1628.689355;1584.811629;1584.830663;0.008133439887;5794261.81
