realization;time;Energy;Enery_x;Energy_y;Energy_z;Xemit_x;cell_vol
0;0;0;0;0;0;0;5811131.141
0;328.17;3.921669973;1.295411507;1.351419453;1.274839013;0.0002298880016;5808633.984
0;656.34;15.71999679;5.173543912;5.426980491;5.119472387;0.000459364403;5796169.374
0;984.51;35.42439735;11.62045902;12.24898826;11.55495007;0.0006883729578;5796185.327
0;1312.68;62.94784745;20.61375921;21.78318415;20.55090408;0.0009167701405;5796189.774
0;1640.85;98.09323765;32.10275036;33.9467318;32.04375548;0.001144008168;5796436.449
0;1969.02;140.5844499;45.98204479;48.65463694;45.94776821;0.001369099529;5796040.162
0;2297.19;190.1194008;62.15351599;65.81001515;62.15586962;0.0015916995;5796717.091
0;2625.36;246.4106354;80.52856339;85.32117117;80.5609008;0.001811736563;5796108.335
0;2953.53;309.2002628;101.0249211;107.0805248;101.0948169;0.002029200423;5796981.865
0;3281.7;378.2931345;123.5248179;131.0414234;123.7268931;0.002243786098;5795946.671
0;3609.87;453.5098286;148.0900614;157.1154948;148.3042724;0.002456767889;5796634.599
0;3938.04;534.6883746;174.5750076;185.2864074;174.8269597;0.002667399675;5794970.52
0;4266.21;621.724616;202.9492779;215.4996362;203.2757019;0.002875992041;5794351.978
0;4594.38;714.3506482;233.1596353;247.6713223;233.5196905;0.003082582334;5795723.406
0;4922.55;812.3509778;265.0700632;281.7156831;265.5652315;0.003286743396;5795170.21
0;5250.72;915.538161;298.8818551;317.4575952;299.1987106;0.003490031113;5795688.389
0;5578.89;1023.668507;334.2376234;354.9498768;334.4810066;0.00369067138;5794143.075
0;5907.06;1136.592126;371.0799238;394.2712525;371.2409498;0.003888727954;5791350.246
0;6235.23;1254.099262;409.4179497;435.2956041;409.385708;0.004084665116;5788642.803
0;6563.4;1375.81257;449.321914;477.6102397;448.8804167;0.004279085667;5790062.754
0;6891.57;1501.428754;490.4554835;521.3251006;489.6481698;0.004470632008;5789186.883
0;7219.74;1630.767865;532.7485246;566.4006712;531.6186688;0.004659421761;5786221.915
0;7547.91;1763.508386;576.1542257;612.8227607;574.5313995;0.004845503585;5786831.934
0;7876.08;1899.326278;620.6086643;660.3032849;618.4143287;0.00502900229;5784638.585
0;8204.25;2037.967179;666.0588923;708.7514733;663.1568135;0.005209891921;5783008.555
0;8532.42;2178.994437;712.1608488;758.0743943;708.7591937;0.005387193802;5785851.994
0;8860.59;2322.138851;759.0073248;808.182017;754.9495094;0.005561569361;5782747.803
0;9188.76;2467.064423;806.4175684;858.9629218;801.6839328;0.005732617862;5784881.536
0;9516.93;2613.368387;854.6396189;909.8859514;848.8428164;0.005901526895;5782544.76
0;9845.1;2760.726533;903.1541016;961.3519623;896.2204686;0.0060667074;5785584.626
0;10173.27;2908.875304;951.5540091;1013.235795;944.0854998;0.006227154075;5783756.593
0;10501.44;3057.447923;1000.194953;1065.093142;992.159828;0.006384319425;5785620.987
0;10829.61;3206.13556;1049.224849;1117.005313;1039.905397;0.00653890925;5783657.32
0;11157.78;3354.695105;1097.891967;1168.932803;1087.870335;0.006688838688;5785215.368
0;11485.95;3502.709826;1146.643169;1220.527487;1135.53917;0.006835694088;5784690.266
0;11814.12;3649.847008;1195.267564;1271.579533;1182.999911;0.006979128989;5785703.381
0;12142.29;3795.764329;1243.227595;1322.747335;1229.789399;0.007117747314;5785345.9
0;12470.46;3940.210044;1290.824501;1373.19001;1276.195533;0.007252712024;5785479.052
0;12798.63;4082.91205;1337.598171;1423.041406;1322.272473;0.007382930233;5786348.105
0;13126.8;4223.536393;1383.808985;1472.159191;1367.568216;0.007509371428;5786267.965
0;13454.97;4361.76796;1429.535636;1520.512599;1411.719725;0.007632412045;5786436.447
0;13783.14;4497.849856;1474.032548;1567.843253;1455.974055;0.007750277222;5771403.842
0;14111.31;4631.531894;1517.206413;1614.941044;1499.384437;0.007862928939;5773401.764
0;14439.48;4762.104773;1559.590015;1661.142566;1541.372192;0.007971960203;5771053.183
0;14767.65;4889.33552;1600.753498;1705.969527;1582.612495;0.008076453012;5771929.273
0;15095.82;5013.431536;1641.734082;1749.181166;1622.516287;0.008179157484;5750197.456
0;15423.99;5134.28814;1681.237921;1790.745872;1662.304347;0.008276966961;5748638.496
0;15752.16;5251.266348;1718.937927;1830.642859;1701.685562;0.008369262285;5749177.421
0;16080.33;5364.119587;1756.163827;1869.360926;1738.594833;0.008459394606;5749438.79
0;16408.5;5472.544667;1791.820845;1906.779524;1773.944299;0.00854482993;5749154.401
0;16736.67;5576.363301;1826.023274;1942.267193;1808.072835;0.008626013711;5747718.112
0;17064.84;5675.593472;1859.150481;1975.832963;1840.610028;0.008703940115;5745753.307
0;17393.01;5770.155582;1890.188782;2008.123038;1871.843762;0.008776318517;5744312.264
0;17721.18;5859.852434;1919.680532;2038.707274;1901.464628;0.008844576983;5745246.307
0;18049.35;5944.50667;1947.514222;2067.641262;1929.351186;0.008908495655;5745104.395
0;18377.52;6024.052196;1973.734207;2093.762562;1956.555428;0.008968257575;5746007.472
0;18705.69;6098.490864;1998.234593;2119.487742;1980.768528;0.009023797295;5742447.216
0;19033.86;6167.797291;2021.15702;2143.195043;2003.445228;0.00907542361;5744092.879
0;19362.03;6231.756489;2042.532792;2164.145815;2025.077882;0.009123325129;5743704.404
0;19690.2;6290.319593;2062.735551;2183.478274;2044.105769;0.009168428755;5743924.927
0;20018.37;6343.492843;2080.623235;2201.342342;2061.527265;0.009208129628;5743324.034
0;20346.54;6391.220109;2096.476513;2217.029521;2077.714075;0.009243237764;5743939.829
0;20674.71;6433.58693;2111.316351;2231.073444;2091.197136;0.009275992237;5743821.111
0;21002.88;6470.727691;2123.697951;2243.92535;2103.10439;0.009303134146;5743656.08
0;21331.05;6502.532131;2134.419411;2254.388481;2113.724239;0.009326627656;5744118.94
0;21659.22;6529.028905;2143.606316;2262.399208;2123.023381;0.009346668783;5744090.019
0;21987.39;6550.336657;2150.6982;2268.630102;2131.008355;0.009362145584;5745507.898
0;22315.56;6566.693948;2156.20773;2273.066441;2137.419777;0.009374123282;5743900.656
0;22643.73;6578.170246;2160.677216;2276.195971;2141.297059;0.009384154791;5746040.301
0;22971.9;6584.800764;2162.899999;2277.76204;2144.138725;0.009389044812;5743792.88
0;23300.07;6586.729575;2163.753436;2278.156318;2144.81982;0.009391186683;5745361.232
0;23628.24;6584.144161;2163.193617;2277.486996;2143.463548;0.009390062546;5744090.98
0;23956.41;6577.142805;2160.483312;2274.96873;2141.690763;0.009384385571;5745639.62
0;24284.58;6565.947197;2157.908228;2270.304312;2137.734657;0.00937901598;5744105.293
0;24612.75;6550.812243;2153.472423;2264.807276;2132.532544;0.009369705497;5745636.16
0;24940.92;6531.904548;2147.473522;2258.332338;2126.098689;0.009356769246;5744519.633
0;25269.09;6509.446115;2140.139157;2250.091108;2119.21585;0.009341296724;5745762.514
0;25597.26;6483.665724;2131.755146;2241.193826;2110.716752;0.009322885575;5744205.308
0;25925.43;6454.786401;2121.83798;2230.842167;2102.106253;0.009301413289;5746287.88
0;26253.6;6423.005891;2110.97598;2219.550392;2092.479518;0.009277241451;5744712.639
0;26581.77;6388.515772;2099.497135;2207.506738;2081.511899;0.009252108041;5746201.9
0;26909.94;6351.564788;2087.180741;2193.706307;2070.67774;0.009225151726;5744338.292
0;27238.11;6312.318;2074.463431;2180.134985;2057.719583;0.009197137741;5746382.061
0;27566.28;6271.024564;2060.633978;2165.827251;2044.563335;0.009166807801;5744429.169
0;27894.45;6227.912401;2046.93194;2150.282481;2030.69798;0.009136522481;5746256.564
0;28222.62;6183.246491;2032.554322;2134.112176;2016.579993;0.009104900189;5743985.759
0;28550.79;6137.241065;2017.469122;2117.875722;2001.896221;0.009071077758;5746127.008
0;28878.96;6090.208718;2001.71327;2102.067025;1986.428423;0.00903574968;5743920.183
0;29207.13;6042.372936;1986.181595;2085.546683;1970.644658;0.009001010372;5745880.649
0;29535.3;5993.933466;1970.32114;2068.769653;1954.842673;0.008965001086;5744215.398
0;29863.47;5945.197889;1954.819195;2051.68386;1938.694834;0.00892955962;5745413.372
0;30191.64;5896.419457;1938.875455;2035.399434;1922.144569;0.008893388381;5744295.698
0;30519.81;5847.817682;1922.986504;2017.991177;1906.840002;0.008857055724;5745266.23
0;30847.98;5799.525596;1907.534689;2000.298718;1891.692189;0.008821511816;5744228.346
