realization;time;Energy;Enery_x;Energy_y;Energy_z;Xemit_x;cell_vol
0;0;0;0;0;0;0;5797443.781
0;328.17;4.358689059;1.474927849;1.439180935;1.444580275;0.0002446439592;5797443.781
0;656.34;17.44042724;5.904538883;5.761247711;5.774640644;0.0004894801703;5793436.564
0;984.51;39.23965646;13.29124228;12.96834504;12.98006914;0.0007343752613;5793445.541
0;1312.68;69.70641224;23.61650602;23.04265098;23.04725523;0.0009789040494;5793451.28
0;1640.85;108.3849534;36.7215551;35.82888289;35.83451541;0.001220656375;5793460.295
0;1969.02;155.3093223;52.62373098;51.34409615;51.34149518;0.001461246413;5793473.25
0;2297.19;210.3896219;71.29397631;69.54739276;69.5482528;0.001700826825;5793148.075
0;2625.36;273.4907158;92.67752529;90.41515518;90.39803537;0.001939195685;5793100.619
0;2953.53;344.4273398;116.7200773;113.8709499;113.8363127;0.002176253513;5793298.327
0;3281.7;422.9978021;143.3500882;139.8473744;139.8003395;0.002411775665;5793192.282
0;3609.87;508.9684867;172.469825;168.283657;168.2150048;0.002645426162;5793596.273
0;3938.04;602.1154642;204.0507493;199.0813201;198.9833948;0.002877467038;5793979.209
0;4266.21;702.1952032;237.9583831;232.1777256;232.0590945;0.003107380408;5794032.724
0;4594.38;808.9240634;274.1313972;267.4852542;267.3074121;0.003335214784;5794278.979
0;4922.55;922.0141348;312.4686207;304.8582134;304.6873007;0.003560821176;5794059.964
0;5250.72;1041.245771;352.8962006;344.3262714;344.0232989;0.003784196089;5791900.391
0;5578.89;1166.342723;395.3210861;385.703563;385.3180734;0.004005236866;5791164.844
0;5907.06;1296.908617;439.5989418;428.9266103;428.3830646;0.00422364513;5791859.66
0;6235.23;1432.627202;485.6085856;473.8174634;473.2011534;0.004439218283;5790963.941
0;6563.4;1573.20195;533.2439456;520.3398204;519.618184;0.004651906886;5791220.831
0;6891.57;1718.244853;582.4555075;568.3230061;567.4663391;0.004861868977;5791206.231
0;7219.74;1867.39895;633.0118587;617.6630452;616.7240462;0.005068513926;5790944.233
0;7547.91;2020.300852;684.8283365;668.2218105;667.2507047;0.005271927388;5790410.047
0;7876.08;2176.528721;737.7512784;720.0086229;718.7688193;0.005471937832;5791598.058
0;8204.25;2335.693378;791.733612;772.6763076;771.2834586;0.005668709759;5790499.12
0;8532.42;2497.424503;846.4590592;826.285504;824.6799395;0.005861405022;5791682.759
0;8860.59;2661.34299;901.937125;880.5733018;878.8325634;0.0060505506;5790439.277
0;9188.76;2827.006949;958.0290162;935.463119;933.5148138;0.00623594077;5791918.722
0;9516.93;2994.033339;1014.599802;990.5947012;988.8388353;0.006417573354;5790324.177
0;9845.1;3162.000233;1071.394769;1046.176997;1044.428468;0.006594887709;5791927.131
0;10173.27;3330.503851;1128.443558;1101.934911;1100.125382;0.006768324947;5790936.39
0;10501.44;3499.202593;1185.498963;1157.718191;1155.985438;0.006937577764;5791484.611
0;10829.61;3667.689937;1242.385211;1213.482406;1211.82232;0.007102252966;5791121.588
0;11157.78;3835.5748;1299.181948;1269.05202;1267.340832;0.00726281114;5791305.652
0;11485.95;4002.401776;1355.782685;1324.182186;1322.436905;0.007419575558;5791265.63
0;11814.12;4167.781635;1411.601027;1378.874232;1377.306376;0.007570997771;5790856.224
0;12142.29;4331.380324;1466.78323;1432.90686;1431.690234;0.007717798381;5791307.674
0;12470.46;4492.860381;1521.406036;1486.162732;1485.291614;0.007860323792;5790695.021
0;12798.63;4651.885734;1575.226537;1538.586307;1538.07289;0.007998485124;5791289.839
0;13126.8;4808.100102;1628.007418;1590.197749;1589.894935;0.008131567874;5790566.563
0;13454.97;4961.183988;1679.517797;1640.74794;1640.918251;0.00825942433;5791405.923
0;13783.14;5110.838402;1729.95851;1690.2452;1690.634692;0.008382936667;5790794.806
0;14111.31;5256.791684;1779.272333;1738.420515;1739.098836;0.008501829985;5791292.677
0;14439.48;5398.741939;1827.057644;1785.346559;1786.337736;0.008615577467;5791242.174
0;14767.65;5536.277773;1873.407774;1830.874834;1831.995165;0.008724621262;5791934.66
0;15095.82;5669.12154;1918.140382;1874.697112;1876.284047;0.008828601303;5791565.603
0;15423.99;5797.1266;1961.381507;1917.065522;1918.679571;0.008928091203;5791227.653
0;15752.16;5920.045029;2002.506903;1957.598324;1959.939802;0.009021707897;5791939.246
0;16080.33;6037.723158;2042.117642;1996.533925;1999.071591;0.009110946162;5791158.335
0;16408.5;6149.910824;2079.652494;2033.615754;2036.642576;0.009194497491;5792232.712
0;16736.67;6256.43512;2115.166688;2069.215965;2072.052468;0.009272861052;5791106.779
0;17064.84;6357.162347;2149.016526;2102.579883;2105.565938;0.009347205527;5792003.521
0;17393.01;6451.884414;2180.632663;2133.996606;2137.255145;0.009415990492;5791422.367
0;17721.18;6540.49371;2210.050628;2163.365438;2167.077645;0.009480104307;5792638.408
0;18049.35;6622.997667;2237.662309;2190.354844;2194.980514;0.00953953945;5791516.025
0;18377.52;6699.315272;2262.974714;2215.629906;2220.710651;0.009594224139;5792968.457
0;18705.69;6769.321084;2286.280353;2238.583674;2244.457057;0.009644462361;5791667.597
0;19033.86;6833.028516;2307.662479;2259.809313;2265.556724;0.009689555973;5793118.869
0;19362.03;6890.481151;2326.210172;2279.259378;2285.011601;0.00972899318;5791774.768
0;19690.2;6941.633282;2342.751256;2296.548928;2302.333098;0.00976403085;5793433.944
0;20018.37;6986.524208;2357.375929;2311.27489;2317.87339;0.009795235309;5792595.522
0;20346.54;7025.451519;2370.418978;2324.313775;2330.718766;0.009822834218;5786052.985
0;20674.71;7058.364884;2381.23817;2335.597572;2341.529141;0.009846235193;5784289.924
0;21002.88;7085.09315;2390.084912;2344.681051;2350.327187;0.009864947236;5785487.798
0;21331.05;7105.665675;2397.169672;2351.435678;2357.060325;0.009880246533;5785896.823
0;21659.22;7120.195979;2401.888648;2356.278704;2362.028627;0.009890927005;5785335.977
0;21987.39;7128.89425;2404.820532;2358.857453;2365.216266;0.009897666464;5783846.717
0;22315.56;7131.906844;2405.942074;2359.822593;2366.142177;0.009900526595;5785194.435
0;22643.73;7129.783144;2405.22212;2359.184784;2365.37624;0.009900251843;5770171.683
0;22971.9;7122.733405;2403.055869;2357.28575;2362.391786;0.009896357764;5770263.359
0;23300.07;7110.574164;2399.130367;2353.920128;2357.523669;0.009889424626;5770438.054
0;23628.24;7093.440981;2393.448189;2348.853432;2351.13936;0.009878431531;5769953.454
0;23956.41;7071.493172;2386.126486;2342.076839;2343.289847;0.009863920538;5769802.742
0;24284.58;7045.042705;2377.296315;2334.041749;2333.704641;0.009846397142;5769388.584
0;24612.75;7014.250691;2366.955167;2324.02741;2323.268115;0.009825241858;5769466.612
