realization;time;Energy;Enery_x;Energy_y;Energy_z;Xemit_x;cell_vol
0;0;0;0;0;0;0;5811131.141
0;328.17;3.921669973;1.295411507;1.351419453;1.274839013;0.0002298880016;5808633.984
0;656.34;15.71999679;5.173543912;5.426980491;5.119472387;0.000459364403;5796169.374
0;984.51;35.42444086;11.620424;12.24898949;11.55502736;0.0006883719206;5796185.327
0;1312.68;62.98070786;20.62632968;21.79447404;20.55990414;0.000917053433;5796189.774
0;1640.85;98.32936001;32.17198625;34.0427178;32.11465596;0.00114526026;5796205.859
0;1969.02;141.3907245;46.23156427;48.96595684;46.19320343;0.001372844769;5796210.201
0;2297.19;192.0651414;62.7727599;66.52946489;62.76291659;0.001599659942;5796226.424
0;2625.36;250.2332975;81.75690037;86.69167373;81.78472341;0.001825559867;5796230.663
0;2953.53;315.7566077;103.1390669;109.4043073;103.2132335;0.002050399503;5796247.03
0;3281.7;388.4766857;126.8678777;134.6121859;126.9966221;0.002274030986;5796251.171
0;3609.87;468.2145453;152.8861041;162.2534523;153.0749889;0.002496315206;5796267.686
0;3938.04;554.7777811;181.1314017;192.2611127;181.3852667;0.002717108853;5796271.732
0;4266.21;647.9592499;211.5357973;224.5625444;211.8609082;0.00293627758;5796288.403
0;4594.38;747.5277532;244.024774;259.0776955;244.4252836;0.003153682933;5796292.356
0;4922.55;853.2383131;278.5188405;295.7211312;278.9983414;0.003369173967;5796309.191
0;5250.72;964.8365526;314.9354102;334.4042908;315.4968516;0.003582627805;5796228.856
0;5578.89;1082.036789;353.180019;375.0265337;353.8302368;0.003793884144;5796249.778
0;5907.06;1204.546666;393.1594942;417.4847712;393.9024011;0.004002828051;5796249.581
0;6235.23;1332.062117;434.7787357;461.6767832;435.6065981;0.004209344153;5796270.58
0;6563.4;1464.266208;477.9259498;507.4956827;478.8445753;0.004413215419;5796270.205
0;6891.57;1600.851409;522.5006227;554.8298;523.5209867;0.004614402473;5796291.289
0;7219.74;1741.479743;568.3971433;603.5605067;569.5220925;0.004812759076;5796290.749
0;7547.91;1885.814467;615.5063715;653.5748006;616.7332952;0.005008181632;5796311.927
0;7876.08;2033.509975;663.7238506;704.7396029;665.0465216;0.00520059545;5796311.228
0;8204.25;2184.210482;712.9292816;756.9360114;714.3451885;0.005389856846;5796332.51
0;8532.42;2337.543713;762.9890771;810.0436374;764.5109986;0.005575806372;5796331.66
0;8860.59;2493.100503;813.7602491;863.9215911;815.4186631;0.005758260696;5796353.055
0;9188.76;2650.487498;865.1122044;918.4326178;866.9426759;0.005937115839;5796352.059
0;9516.93;2809.377257;916.9549338;973.4526361;918.9696874;0.006112356604;5796373.576
0;9845.1;2969.414285;969.1814796;1028.870854;971.3619515;0.006283983129;5796372.434
0;10173.27;3130.195757;1021.647137;1084.551481;1023.997139;0.006451743914;5796394.082
0;10501.44;3291.37148;1074.227696;1140.369681;1076.774103;0.006615604925;5796392.799
0;10829.61;3452.57782;1126.806619;1196.2024;1129.568802;0.006775505714;5796414.586
0;11157.78;3613.422411;1179.276252;1251.916333;1182.229826;0.006931450328;5796413.169
0;11485.95;3773.492811;1231.516634;1307.361995;1234.614182;0.007083280539;5796435.105
0;11814.12;3932.42022;1283.398607;1362.396513;1286.625101;0.007230929539;5796433.564
0;12142.29;4089.963377;1334.838838;1416.939241;1338.185298;0.007374378819;5796455.666
0;12470.46;4245.817012;1385.743343;1470.884328;1389.189341;0.007513648082;5796454.02
0;12798.63;4399.585362;1435.969256;1524.103313;1439.512794;0.007648567611;5796476.311
0;13126.8;4550.88668;1485.372885;1576.487905;1489.025891;0.007778964371;5796474.57
0;13454.97;4699.414734;1533.854234;1627.934005;1537.626495;0.007904874749;5796165.162
0;13783.14;4844.800447;1581.298232;1678.290279;1585.211936;0.008026167562;5796178.242
0;14111.31;4986.702019;1627.603873;1727.424523;1631.673622;0.008142796248;5796185.865
0;14439.48;5124.908637;1672.709382;1775.285078;1676.914177;0.008254826579;5796198.578
0;14767.65;5259.199119;1716.551297;1821.792045;1720.855778;0.00836228957;5796206.098
0;15095.82;5389.254023;1759.033093;1866.812076;1763.408854;0.008465123118;5796218.506
0;15423.99;5514.621893;1799.984477;1910.197014;1804.440402;0.008563091788;5796225.94
0;15752.16;5635.074961;1839.315467;1951.885979;1843.873515;0.008656133664;5796238.102
0;16080.33;5750.444165;1876.998294;1991.813249;1881.632622;0.008744355157;5796245.457
0;16408.5;5860.61219;1913.010098;2029.919318;1917.682775;0.008827837162;5795747.736
0;16736.67;5965.603867;1947.3237;2066.218096;1952.06207;0.008906643781;5795749.133
0;17064.84;6065.165021;1979.851972;2100.631416;1984.681633;0.008980726511;5795766.621
0;17393.01;6159.037183;2010.53828;2133.058753;2015.440151;0.009050063627;5795767.584
0;17721.18;6247.084744;2039.319914;2163.455337;2044.309493;0.009114634913;5795784.581
0;18049.35;6329.145769;2066.131271;2191.788781;2071.225718;0.009174387163;5795785.124
0;18377.52;6405.225491;2090.996207;2218.06857;2096.160714;0.009229459043;5795801.67
0;18705.69;6475.255232;2113.895036;2242.251298;2119.108899;0.009279898284;5795848.851
0;19033.86;6539.124766;2134.804479;2264.25998;2140.060307;0.009325637595;5795682.048
0;19362.03;6596.887659;2153.732309;2284.133369;2159.021982;0.009366892329;5795867.115
0;19690.2;6648.509671;2170.64797;2301.891432;2175.970269;0.009403672745;5795699.835
0;20018.37;6693.924643;2185.545071;2317.495211;2190.884361;0.009435865332;5795846.548
0;20346.54;6733.148948;2198.422426;2330.945664;2203.780857;0.009463664932;5795679.305
0;20674.71;6766.364409;2209.326622;2342.31061;2214.727177;0.00948722192;5795863.34
0;21002.88;6793.723918;2218.307079;2351.651174;2223.765665;0.009506442691;5795695.602
0;21331.05;6815.197454;2225.365327;2358.939337;2230.892789;0.009521488181;5795879.325
0;21659.22;6830.804949;2230.507945;2364.191907;2236.105097;0.009532614111;5795711.118
0;21987.39;6840.711907;2233.785469;2367.500251;2239.426188;0.009539618975;5795894.519
0;22315.56;6845.037742;2235.217818;2368.90954;2240.910384;0.009542816581;5795725.867
0;22643.73;6843.846599;2234.837026;2368.427304;2240.58227;0.009541956688;5795565.575
0;22971.9;6837.376883;2232.748372;2366.108077;2238.520433;0.009537573809;5795399.515
0;23300.07;6825.813107;2228.988364;2362.027112;2234.79763;0.009529497105;5795579.213
0;23628.24;6809.354292;2223.614011;2356.260706;2229.479575;0.009517918485;5795412.667
0;23956.41;6788.181801;2216.703388;2348.870342;2222.608071;0.009502779011;5795591.953
0;24284.58;6762.465541;2208.293586;2339.931641;2214.240314;0.009485149551;5795424.983
0;24612.75;6732.477535;2198.461961;2329.527881;2204.487694;0.00946410522;5795603.88
0;24940.92;6698.394072;2187.27883;2317.72884;2193.386403;0.009440375302;5795436.518
0;25269.09;6660.407317;2174.81089;2304.605018;2180.99141;0.009413664269;5795615.044
0;25597.26;6618.874119;2161.180954;2290.265734;2167.427431;0.009384210553;5795351.9
0;25925.43;6574.09931;2146.50184;2274.806158;2152.791312;0.009352646838;5795530.265
0;26253.6;6526.322649;2130.848391;2258.314503;2137.159755;0.009318411418;5795361.978
0;26581.77;6475.868564;2114.320456;2240.902951;2120.645157;0.009282557062;5795539.943
0;26909.94;6423.009667;2097.001427;2222.657294;2103.350946;0.009244741892;5795371.283
0;27238.11;6367.996974;2078.977757;2203.666881;2085.352336;0.009205123241;5795548.882
0;27566.28;6311.09679;2060.343614;2184.022116;2066.731059;0.009163955739;5795379.897
0;27894.45;6252.635221;2041.21088;2163.825928;2047.598414;0.009121486778;5795527.716
0;28222.62;6192.952439;2021.70184;2143.177688;2028.072911;0.009078045765;5795711.922
0;28550.79;6132.324765;2001.89805;2122.171734;2008.254981;0.009033831517;5795535.441
0;28878.96;6070.997301;1981.866319;2100.908554;1988.222427;0.008988657819;5795719.381
0;29207.13;6009.215901;1961.691082;2079.474796;1968.050023;0.008942468753;5795542.637
0;29535.3;5947.217563;1941.461686;2057.947873;1947.808005;0.008896750061;5795726.329
0;29863.47;5885.27888;1921.281695;2036.427389;1927.569795;0.008850355999;5795549.343
0;30191.64;5823.784804;1901.275832;2015.043631;1907.465341;0.008803803829;5795732.792
0;30519.81;5763.069323;1881.533702;1993.913357;1887.622264;0.008758197977;5795555.578
0;30847.98;5703.321319;1862.117823;1973.101434;1868.102062;0.008712726;5795738.815
