realization;time;Energy;Enery_x;Energy_y;Energy_z;Xemit_x;cell_vol
0;0;0;0;0;0;0;5797443.781
0;328.17;4.179740644;1.418799428;1.376251634;1.384689582;0.0002399519424;5797443.781
0;656.34;16.72434371;5.679747983;5.509248443;5.535347284;0.0004800887897;5793436.202
0;984.51;37.63027671;12.7856709;12.40154349;12.44306232;0.0007202979605;5793443.937
0;1312.68;66.85597315;22.72094241;22.03824812;22.09678262;0.000960197895;5793449.326
0;1640.85;103.3740067;35.16381935;34.07167803;34.13850931;0.001194561187;5793457.082
0;1969.02;145.9804703;49.64905948;48.1544427;48.17696817;0.001419519608;5793493.677
0;2297.19;194.4472287;66.15950122;64.16117605;64.12655144;0.001638710495;5793412.049
0;2625.36;248.7330738;84.53915891;82.02770093;82.16621398;0.001852443418;5793560.526
0;2953.53;308.8091704;104.92088;101.8021676;102.0861229;0.002063734953;5793343.511
0;3281.7;374.6469422;127.2689093;123.5285286;123.8495043;0.002272894086;5793356.661
0;3609.87;446.2068167;151.6126961;147.1951086;147.399012;0.002480779293;5793280.802
0;3938.04;523.3473512;177.9633113;172.5092574;172.8747825;0.002687733567;5793303.704
0;4266.21;606.0335783;206.0105495;199.7072023;200.3158265;0.002891795291;5793286.452
0;4594.38;694.112946;235.9032373;228.8137016;229.396007;0.003094511145;5793173.189
0;4922.55;787.4565506;267.4173676;259.6028646;260.4363184;0.003294749091;5793301.732
0;5250.72;885.9280509;300.9117561;292.1359499;292.8803449;0.003495017448;5793075.766
0;5578.89;989.4334397;336.1210516;326.1681101;327.144278;0.003693867973;5793276.596
0;5907.06;1097.752888;372.9294203;361.9412491;362.8822184;0.00389089413;5793155.83
0;6235.23;1210.715813;411.2741699;399.162023;400.2796197;0.004086026147;5793226.372
0;6563.4;1328.132618;451.1126981;437.8976892;439.1222311;0.004279404045;5793041.87
0;6891.57;1449.791194;492.6479617;478.018025;479.1252074;0.004472106755;5793251.747
0;7219.74;1575.439364;535.2615046;519.4495516;520.7283083;0.004661535002;5793216.146
0;7547.91;1704.882546;579.2540245;562.0881627;563.5403585;0.004849379912;5793335.607
0;7876.08;1837.871356;624.5313758;605.9303822;607.4095977;0.005035386407;5793273.809
0;8204.25;1974.18987;670.6540267;651.0147319;652.5211116;0.005218106034;5793339.662
0;8532.42;2113.612485;717.9389605;697.0675727;698.6059517;0.005399024741;5793305.906
0;8860.59;2255.863276;766.2379937;744.0203514;745.6049312;0.005577751476;5793342.53
0;9188.76;2400.729261;815.3161927;792.1051973;793.3078709;0.005753696077;5793295.952
0;9516.93;2547.857051;865.5488298;840.3208903;841.9873309;0.005928332007;5793378.804
0;9845.1;2696.948592;916.2149686;889.2659559;891.4676675;0.006099495814;5793305.257
0;10173.27;2847.753002;967.3152027;939.1694748;941.2683242;0.006267391237;5793385.417
0;10501.44;3000.043005;1019.156725;989.3367402;991.5495396;0.006433263016;5793373.655
0;10829.61;3153.505407;1071.300433;1039.912978;1042.291996;0.006595982817;5793473.774
0;11157.78;3307.748593;1123.472131;1091.127537;1093.148925;0.00675496419;5793356.064
0;11485.95;3462.525964;1175.956848;1142.141199;1144.427917;0.006911048627;5793488.952
