realization;time;v_parallel_sq;v_perp_sq;E
0;0;0.007998581336;0.009965499849;44.68732966
0;0.3;0.008005752816;0.00996191411;44.68732966
0;0.6;0.008045819318;0.009941880859;44.68732966
0;0.9;0.008121629092;0.009903975972;44.68732966
0;1.2;0.008282100162;0.009823740437;44.68732966
0;1.5;0.0083267203;0.009801430368;44.68732966
0;1.8;0.008404835323;0.009762372856;44.68732966
0;2.1;0.00849227765;0.009718651693;44.68732966
0;2.4;0.008634750286;0.009647415375;44.68732966
0;2.7;0.008632607203;0.009648486916;44.68732966
0;3;0.00884822136;0.009540679837;44.68732966
0;3.3;0.008827350074;0.009551115481;44.68732966
0;3.6;0.0088393969;0.009545092068;44.68732966
0;3.9;0.00882598096;0.009551800037;44.68732966
0;4.2;0.008903333196;0.00951312392;44.68732966
0;4.5;0.00896673266;0.009481424188;44.68732966
0;4.8;0.009074613695;0.00942748367;44.68732966
1;0;0.00819321593;0.01000578744;45.12766531
1;0.3;0.008312946501;0.009945922159;45.12766531
1;0.6;0.008480528024;0.009862131397;45.12766531
1;0.9;0.008628267384;0.009788261717;45.12766531
1;1.2;0.008686656836;0.009759066991;45.12766531
1;1.5;0.008803673453;0.009700558683;45.12766531
1;1.8;0.00881722208;0.009693784369;45.12766531
1;2.1;0.008943671762;0.009630559528;45.12766531
1;2.4;0.00899786721;0.009603461804;45.12766531
1;2.7;0.0090498293;0.009577480759;45.12766531
1;3;0.009182361732;0.009511214543;45.12766531
1;3.3;0.00913921476;0.009532788029;45.12766531
1;3.6;0.009142119642;0.009531335588;45.12766531
1;3.9;0.009216002608;0.009494394105;45.12766531
1;4.2;0.009257809282;0.009473490769;45.12766531
1;4.5;0.009410642543;0.009397074138;45.12766531
1;4.8;0.009390888399;0.00940695121;45.12766531
2;0;0.008000760442;0.01025757026;45.62544153
2;0.3;0.008227093344;0.01014440381;45.62544153
2;0.6;0.008518281524;0.009998809717;45.62544153
2;0.9;0.008449585336;0.01003315781;45.62544153
2;1.2;0.008568182916;0.009973859021;45.62544153
2;1.5;0.008721941145;0.009896979907;45.62544153
2;1.8;0.008911521238;0.00980218986;45.62544153
2;2.1;0.008930941462;0.009792479748;45.62544153
2;2.4;0.008996457137;0.009759721911;45.62544153
2;2.7;0.00897143484;0.009772233059;45.62544153
2;3;0.008937600402;0.009789150278;45.62544153
2;3.3;0.008926880003;0.009794510478;45.62544153
2;3.6;0.009011713494;0.009752093732;45.62544153
2;3.9;0.009159155678;0.00967837264;45.62544153
2;4.2;0.00919108049;0.009662410234;45.62544153
2;4.5;0.009197153429;0.009659373765;45.62544153
2;4.8;0.009253327617;0.009631286671;45.62544153
3;0;0.007938459433;0.009823081149;44.13539477
3;0.3;0.008005064201;0.009789778765;44.13539477
3;0.6;0.008245568577;0.009669526577;44.13539477
3;0.9;0.00837603654;0.009604292596;44.13539477
3;1.2;0.008498542634;0.009543039549;44.13539477
3;1.5;0.008710623676;0.009436999028;44.13539477
3;1.8;0.008805564731;0.0093895285;44.13539477
3;2.1;0.008831101599;0.009376760066;44.13539477
3;2.4;0.008894212764;0.009345204483;44.13539477
3;2.7;0.00885612936;0.009364246186;44.13539477
3;3;0.008852165849;0.009366227941;44.13539477
3;3.3;0.00879863971;0.00939299101;44.13539477
3;3.6;0.008933023815;0.009325798958;44.13539477
3;3.9;0.008957427046;0.009313597342;44.13539477
3;4.2;0.008988501396;0.009298060167;44.13539477
3;4.5;0.0090627245;0.009260948615;44.13539477
3;4.8;0.009111684171;0.00923646878;44.13539477
4;0;0.008195083975;0.01028416822;46.02147267
4;0.3;0.008360848632;0.01020128589;46.02147267
4;0.6;0.008447543087;0.01015793867;46.02147267
4;0.9;0.008477145072;0.01014313767;46.02147267
4;1.2;0.008627689932;0.01006786524;46.02147267
4;1.5;0.008654561575;0.01005442942;46.02147267
4;1.8;0.008813459927;0.009974980248;46.02147267
4;2.1;0.008918191155;0.009922614633;46.02147267
4;2.4;0.008913370022;0.0099250252;46.02147267
4;2.7;0.00897644186;0.009893489281;46.02147267
4;3;0.00915069965;0.009806360386;46.02147267
4;3.3;0.009273996542;0.00974471194;46.02147267
4;3.6;0.009351872898;0.009705773762;46.02147267
4;3.9;0.009371911689;0.009695754367;46.02147267
4;4.2;0.009345532679;0.009708943871;46.02147267
4;4.5;0.009274162658;0.009744628882;46.02147267
4;4.8;0.009388027679;0.009687696371;46.02147267
5;0;0.008197790456;0.009938801045;44.92062807
5;0.3;0.008386714999;0.009844338773;44.92062807
5;0.6;0.0084167143;0.009829339123;44.92062807
5;0.9;0.00862613061;0.009724630968;44.92062807
5;1.2;0.008812579291;0.009631406627;44.92062807
5;1.5;0.008855668331;0.009609862107;44.92062807
5;1.8;0.008996002613;0.009539694966;44.92062807
5;2.1;0.008917316726;0.00957903791;44.92062807
5;2.4;0.00899573984;0.009539826353;44.92062807
5;2.7;0.009051504541;0.009511944002;44.92062807
5;3;0.009210444872;0.009432473836;44.92062807
5;3.3;0.009255894537;0.009409749004;44.92062807
5;3.6;0.009402676451;0.009336358047;44.92062807
5;3.9;0.009424266327;0.009325563109;44.92062807
5;4.2;0.009286798003;0.009394297271;44.92062807
5;4.5;0.009379028578;0.009348181983;44.92062807
5;4.8;0.009296789471;0.009389301537;44.92062807
6;0;0.008070096937;0.01020609004;45.57164322
6;0.3;0.008127246173;0.01017751542;45.57164322
6;0.6;0.008366546897;0.01005786506;45.57164322
6;0.9;0.008446683848;0.01001779658;45.57164322
6;1.2;0.008525846514;0.009978215251;45.57164322
6;1.5;0.00881326447;0.009834506272;45.57164322
6;1.8;0.008775632154;0.009853322431;45.57164322
6;2.1;0.008953090513;0.009764593251;45.57164322
6;2.4;0.009047561553;0.009717357731;45.57164322
6;2.7;0.009222702257;0.009629787379;45.57164322
6;3;0.009003372093;0.009739452461;45.57164322
6;3.3;0.009107926319;0.009687175348;45.57164322
6;3.6;0.009240536322;0.009620870346;45.57164322
6;3.9;0.009247901692;0.009617187662;45.57164322
6;4.2;0.009079842394;0.009701217311;45.57164322
6;4.5;0.009107066446;0.009687605285;45.57164322
6;4.8;0.009193782532;0.009644247242;45.57164322
7;0;0.007956211405;0.00996409292;44.61503559
7;0.3;0.00803570554;0.009924345852;44.61503559
7;0.6;0.008106225615;0.009889085815;44.61503559
7;0.9;0.00826322518;0.009810586032;44.61503559
7;1.2;0.008317553042;0.009783422101;44.61503559
7;1.5;0.008315610934;0.009784393155;44.61503559
7;1.8;0.008241307381;0.009821544932;44.61503559
7;2.1;0.008454104096;0.009715146574;44.61503559
7;2.4;0.008606839205;0.00963877902;44.61503559
7;2.7;0.008604711679;0.009639842782;44.61503559
7;3;0.008725725567;0.009579335839;44.61503559
7;3.3;0.008894400074;0.009494998585;44.61503559
7;3.6;0.008935363401;0.009474516921;44.61503559
7;3.9;0.008954088182;0.009465154531;44.61503559
7;4.2;0.008934190826;0.009475103209;44.61503559
7;4.5;0.009088743372;0.009397826936;44.61503559
7;4.8;0.009066680896;0.009408858174;44.61503559
8;0;0.00794307549;0.009561195692;43.304747
8;0.3;0.00805579224;0.009504837317;43.304747
8;0.6;0.008154785801;0.009455340536;43.304747
8;0.9;0.00821320717;0.009426129852;43.304747
8;1.2;0.008191316464;0.009437075205;43.304747
8;1.5;0.008343602951;0.009360931961;43.304747
8;1.8;0.008390583401;0.009337441736;43.304747
8;2.1;0.008476846728;0.009294310073;43.304747
8;2.4;0.008616258608;0.009224604133;43.304747
8;2.7;0.008488342528;0.009288562173;43.304747
8;3;0.008616300567;0.009224583153;43.304747
8;3.3;0.008650909545;0.009207278664;43.304747
8;3.6;0.008559652487;0.009252907193;43.304747
8;3.9;0.008559691356;0.009252887759;43.304747
8;4.2;0.008547006586;0.009259230144;43.304747
8;4.5;0.00860209257;0.009231687152;43.304747
8;4.8;0.008716852437;0.009174307218;43.304747
9;0;0.007915457992;0.01035428832;45.79845542
9;0.3;0.008017654784;0.01030318993;45.79845542
9;0.6;0.008211027512;0.01020650356;45.79845542
9;0.9;0.008292419303;0.01016580767;45.79845542
9;1.2;0.00848678974;0.01006862245;45.79845542
9;1.5;0.008456061146;0.01008398675;45.79845542
9;1.8;0.008683984481;0.009970025078;45.79845542
9;2.1;0.008808606176;0.00990771423;45.79845542
9;2.4;0.008975594342;0.009824220147;45.79845542
9;2.7;0.008960177413;0.009831928612;45.79845542
9;3;0.008986348686;0.009818842975;45.79845542
9;3.3;0.009112277107;0.009755878765;45.79845542
9;3.6;0.00918677675;0.009718628943;45.79845542
9;3.9;0.00918429363;0.009719870503;45.79845542
9;4.2;0.009172772482;0.009725631077;45.79845542
9;4.5;0.009158974232;0.009732530202;45.79845542
9;4.8;0.009156100634;0.009733967001;45.79845542
10;0;0.007900122652;0.009944472622;44.46250863
10;0.3;0.008020674613;0.009884196641;44.46250863
10;0.6;0.008150116733;0.009819475581;44.46250863
10;0.9;0.008190587694;0.009799240101;44.46250863
10;1.2;0.008184465289;0.009802301303;44.46250863
10;1.5;0.008200669507;0.009794199195;44.46250863
10;1.8;0.008295972814;0.009746547541;44.46250863
10;2.1;0.008573192971;0.009607937463;44.46250863
10;2.4;0.008613784766;0.009587641565;44.46250863
10;2.7;0.008709729877;0.009539669009;44.46250863
10;3;0.008798178395;0.00949544475;44.46250863
