realization;time;v_parallel_sq;v_perp_sq;E
0;0;0.007998581336;0.009965499849;44.68732966
0;0.5;0.008092446367;0.009918567334;44.68732966
0;1;0.00805849072;0.009935545158;44.68732966
0;1.5;0.008248691298;0.009840444869;44.68732966
0;2;0.008416261279;0.009756659878;44.68732966
0;2.5;0.008500730463;0.009714425286;44.68732966
0;3;0.008605963991;0.009661808522;44.68732966
0;3.5;0.008725601604;0.009601989715;44.68732966
0;4;0.0087655275;0.009582026768;44.68732966
0;4.5;0.008837262331;0.009546159352;44.68732966
0;5;0.008960513004;0.009484534016;44.68732966
1;0;0.00819321593;0.01000578744;45.12766531
1;0.5;0.008354984107;0.009924903356;45.12766531
1;1;0.008460161395;0.009872314712;45.12766531
1;1.5;0.008487280076;0.009858755371;45.12766531
1;2;0.008511615644;0.009846587587;45.12766531
1;2.5;0.008617065219;0.0097938628;45.12766531
1;3;0.008774132757;0.009715329031;45.12766531
1;3.5;0.008813634958;0.009695577931;45.12766531
1;4;0.008868466747;0.009668162036;45.12766531
1;4.5;0.008933866399;0.00963546221;45.12766531
1;5;0.008855808239;0.00967449129;45.12766531
2;0;0.008000760442;0.01025757026;45.62544153
2;0.5;0.008199283503;0.01015830873;45.62544153
2;1;0.008375638808;0.01007013108;45.62544153
2;1.5;0.008437754953;0.010039073;45.62544153
2;2;0.008454649959;0.0100306255;45.62544153
2;2.5;0.008525543586;0.009995178686;45.62544153
2;3;0.008541468034;0.009987216462;45.62544153
2;3.5;0.008546272944;0.009984814007;45.62544153
2;4;0.008794059306;0.009860920826;45.62544153
2;4.5;0.008789822431;0.009863039264;45.62544153
2;5;0.008846132714;0.009834884122;45.62544153
3;0;0.007938459433;0.009823081149;44.13539477
3;0.5;0.008001509126;0.009791556303;44.13539477
3;1;0.008174289723;0.009705166004;44.13539477
3;1.5;0.00844671205;0.00956895484;44.13539477
3;2;0.008418142382;0.009583239675;44.13539477
3;2.5;0.008634731397;0.009474945167;44.13539477
3;3;0.008666492641;0.009459064545;44.13539477
3;3.5;0.008607421389;0.009488600171;44.13539477
3;4;0.008519439608;0.009532591062;44.13539477
3;4.5;0.008876558124;0.009354031804;44.13539477
3;5;0.008874305526;0.009355158102;44.13539477
4;0;0.008195083975;0.01028416822;46.02147267
4;0.5;0.00836362236;0.01019989903;46.02147267
4;1;0.00844082943;0.0101612955;46.02147267
4;1.5;0.00849575025;0.01013383509;46.02147267
4;2;0.008533819947;0.01011480024;46.02147267
4;2.5;0.008514016896;0.01012470176;46.02147267
4;3;0.008474115532;0.01014465244;46.02147267
4;3.5;0.00866749781;0.01004796131;46.02147267
4;4;0.008934069439;0.009914675491;46.02147267
4;4.5;0.009081247336;0.009841086543;46.02147267
4;5;0.009152933312;0.009805243555;46.02147267
5;0;0.008197790456;0.009938801045;44.92062807
5;0.5;0.008196040214;0.009939676165;44.92062807
5;1;0.00833990829;0.009867742127;44.92062807
5;1.5;0.00835752092;0.009858935813;44.92062807
5;2;0.008444148902;0.009815621822;44.92062807
5;2.5;0.008295200456;0.009890096045;44.92062807
5;3;0.008380753336;0.009847319605;44.92062807
5;3.5;0.008745022712;0.009665184916;44.92062807
5;4;0.008851756027;0.009611818259;44.92062807
5;4.5;0.008955664654;0.009559863946;44.92062807
5;5;0.009059994178;0.009507699184;44.92062807
6;0;0.008070096937;0.01020609004;45.57164322
6;0.5;0.008222530858;0.01012987308;45.57164322
6;1;0.008416233264;0.01003302188;45.57164322
6;1.5;0.008418542157;0.01003186743;45.57164322
6;2;0.008505590102;0.009988343457;45.57164322
6;2.5;0.008598689725;0.009941793645;45.57164322
6;3;0.008819012323;0.009831632346;45.57164322
6;3.5;0.008972866441;0.009754705287;45.57164322
6;4;0.008997406846;0.009742435085;45.57164322
6;4.5;0.009109387395;0.00968644481;45.57164322
6;5;0.009066229134;0.00970802394;45.57164322
7;0;0.007956211405;0.00996409292;44.61503559
7;0.5;0.008018716068;0.009932840588;44.61503559
7;1;0.007965181337;0.009959607953;44.61503559
7;1.5;0.008148389049;0.009868004098;44.61503559
7;2;0.008287649528;0.009798373858;44.61503559
7;2.5;0.008543874256;0.009670261494;44.61503559
7;3;0.008715411798;0.009584492723;44.61503559
7;3.5;0.008883904517;0.009500246363;44.61503559
7;4;0.008994028933;0.009445184156;44.61503559
7;4.5;0.009057152281;0.009413622482;44.61503559
7;5;0.009158536744;0.00936293025;44.61503559
8;0;0.00794307549;0.009561195692;43.304747
8;0.5;0.008025896063;0.009519785405;43.304747
8;1;0.008089866608;0.009487800133;43.304747
8;1.5;0.008050088989;0.009507688942;43.304747
8;2;0.008271184453;0.00939714121;43.304747
8;2.5;0.008387745974;0.00933886045;43.304747
8;3;0.008504666133;0.00928040037;43.304747
8;3.5;0.008515744279;0.009274861297;43.304747
8;4;0.008617305627;0.009224080624;43.304747
8;4.5;0.008710905924;0.009177280475;43.304747
8;5;0.008718283698;0.009173591588;43.304747
9;0;0.007915457992;0.01035428832;45.79845542
9;0.5;0.008148390071;0.01023782228;45.79845542
9;1;0.008191221317;0.01021640666;45.79845542
9;1.5;0.008589418922;0.01001730786;45.79845542
9;2;0.008710187996;0.00995692332;45.79845542
9;2.5;0.008757255183;0.009933389727;45.79845542
9;3;0.008922596263;0.009850719187;45.79845542
9;3.5;0.009028222679;0.009797905979;45.79845542
9;4;0.009071169573;0.009776432532;45.79845542
9;4.5;0.009052413051;0.009785810793;45.79845542
9;5;0.008978025032;0.009823004802;45.79845542
10;0;0.007900122652;0.009944472622;44.46250863
10;0.5;0.008073137802;0.009857965047;44.46250863
10;1;0.008362278128;0.009713394884;44.46250863
10;1.5;0.008497682222;0.009645692837;44.46250863
10;2;0.008576866366;0.009606100765;44.46250863
10;2.5;0.008588557479;0.009600255209;44.46250863
10;3;0.008607567351;0.009590750273;44.46250863
10;3.5;0.00853440486;0.009627331518;44.46250863
10;4;0.008618069556;0.00958549917;44.46250863
10;4.5;0.008563956691;0.009612555602;44.46250863
10;5;0.008476473576;0.00965629716;44.46250863
11;0;0.007658713277;0.009823789625;43.69006804
11;0.5;0.007930423307;0.00968793461;43.69006804
11;1;0.008048174452;0.009629059038;43.69006804
11;1.5;0.008045547967;0.009630372281;43.69006804
11;2;0.008227159746;0.009539566391;43.69006804
11;2.5;0.008514786916;0.009395752806;43.69006804
11;3;0.008565130993;0.009370580767;43.69006804
11;3.5;0.008504491351;0.009400900588;43.69006804
11;4;0.008498525733;0.009403883397;43.69006804
11;4.5;0.008574152376;0.009366070076;43.69006804
11;5;0.008483639532;0.009411326498;43.69006804
12;0;0.008128817331;0.01014512605;45.4705111
12;0.5;0.008192576202;0.01011324662;45.4705111
12;1;0.00823499432;0.01009203756;45.4705111
12;1.5;0.008462595452;0.009978236994;45.4705111
12;2;0.00881928782;0.00979989081;45.4705111
12;2.5;0.008839314794;0.009789877323;45.4705111
12;3;0.008867847627;0.009775610906;45.4705111
12;3.5;0.008908481661;0.009755293889;45.4705111
12;4;0.008912526964;0.009753271238;45.4705111
12;4.5;0.00881779495;0.009800637245;45.4705111
12;5;0.008940443606;0.009739312917;45.4705111
13;0;0.008266246508;0.01018985378;45.83352652
13;0.5;0.008468036976;0.01008895855;45.83352652
13;1;0.008548564973;0.01004869455;45.83352652
13;1.5;0.00868603253;0.009979960773;45.83352652
13;2;0.008684896723;0.009980528676;45.83352652
13;2.5;0.008693821129;0.009976066473;45.83352652
13;3;0.008631715534;0.01000711927;45.83352652
13;3.5;0.008656335518;0.009994809278;45.83352652
13;4;0.00874791122;0.009949021428;45.83352652
13;4.5;0.008863593951;0.009891180062;45.83352652
13;5;0.008939274669;0.009853339703;45.83352652
14;0;0.007940780579;0.009993007066;44.68287154
14;0.5;0.00823858512;0.009844104796;44.68287154
14;1;0.008440518711;0.009743138;44.68287154
14;1.5;0.008572289471;0.00967725262;44.68287154
14;2;0.008443333248;0.009741730732;44.68287154
14;2.5;0.008481405807;0.009722694452;44.68287154
