realization;time;v_x_sq;v_y_sq;v_z_sq;<E>;cell_vol;rho_norm
0;0;0;0;0;2261356.122;1.246357861e-07;3.652247031e+13
0;2.6e-06;18.5758698;19.73205785;15.83536112;2261752.621;1.246069956e-07;3.653026682e+13
0;5.2e-06;67.96688282;70.10913263;56.19693494;1940153.558;1.256936348e-07;3.606690597e+13
0;7.8e-06;121.4280034;124.1073652;98.54703844;1412352.543;1.267057992e-07;3.54369602e+13
0;1.04e-05;158.3835941;165.7284143;129.7404337;1140585.033;1.290885074e-07;3.512804028e+13
0;1.3e-05;182.4827679;195.8312335;151.1585829;997279.408;1.342387848e-07;3.402932736e+13
0;1.56e-05;196.9592223;215.0758186;165.9185566;937917.6055;1.3434889e-07;3.351821088e+13
0;1.82e-05;204.125023;223.5860591;175.1631319;1037878.695;1.39551061e-07;3.211101366e+13
0;2.08e-05;207.5617204;224.1906418;183.0575793;1235608.158;1.46424787e-07;3.089673805e+13
0;2.34e-05;212.8799063;222.1821534;192.1225184;1386155.181;1.520406614e-07;2.99577712e+13
0;2.6e-05;224.7197023;220.6730609;204.0534467;1624342.716;1.624513722e-07;2.795285851e+13
0;2.86e-05;244.2427333;221.7863028;223.2957037;1655655.546;1.634669178e-07;2.763117705e+13
0;3.12e-05;272.4718016;229.8640958;252.2712324;1730759.02;1.715956454e-07;2.654561549e+13
0;3.38e-05;313.4995167;249.7735811;290.0454398;1750339.531;1.799796214e-07;2.498941155e+13
0;3.64e-05;363.1321785;283.5820207;333.3323652;1665639.529;1.887447406e-07;2.414669326e+13
0;3.9e-05;414.5456377;325.5473221;382.6060272;1568672.236;1.97181817e-07;2.29457654e+13
0;4.16e-05;464.4852354;372.4506719;433.4468214;1451628.137;2.077481342e-07;2.165188785e+13
0;4.42e-05;513.0988059;422.3062326;488.6088131;1381982.839;2.242428631e-07;2.009352736e+13
0;4.68e-05;566.6619296;472.7477905;546.5133169;1237013.287;2.408337596e-07;1.857464486e+13
0;4.94e-05;610.9869078;517.4280347;599.9242364;1079851.995;2.510322174e-07;1.796821065e+13
0;5.2e-05;638.7071308;551.479446;650.9397885;996686.9273;2.674684156e-07;1.674858256e+13
0;5.46e-05;671.0396968;580.2741216;700.6613528;978890.2589;2.987250913e-07;1.504186212e+13
0;5.72e-05;708.68692;612.1024992;745.8638732;912432.9752;3.254686402e-07;1.370149893e+13
