realization;time;v_x_sq;v_y_sq;v_z_sq;<E>;cell_vol;rho_norm
0;0;0;0;0;13747.71936;1;15057943.53
0;0.0001;0.656742386;0.662240866;0.6597371357;13747.71936;1;15057943.53
0;0.0002;2.621096846;2.643325685;2.633410711;13710.01721;1;15025894.89
0;0.0003;5.873293395;5.921238555;5.900094576;13597.7899;1;14930274.66
0;0.0004;10.3630277;10.44821129;10.4114707;13413.61987;1;14772840.59
0;0.0005;16.01687381;16.14833208;16.09402974;13161.9947;1;14557172.53
0;0.0006;22.74218165;22.92863954;22.84544826;12850.1417;1;14293645.65
0;0.0007;30.42355034;30.67178779;30.56078368;12485.80883;1;13988944.6
0;0.0008;38.94552199;39.25531443;39.10785614;12079.35021;1;13660865.77
0;0.0009;48.16768341;48.55270697;48.3715613;11640.3866;1;13327708.8
0;0.001;57.97133041;58.43326592;58.21771509;11179.35055;1;12999041.73
0;0.0011;68.23313443;68.7780798;68.51817346;10705.73634;1;12680986.31
0;0.0012;78.84098344;79.46904152;79.15383148;10225.67677;1;12367539.4
0;0.0013;89.67796804;90.39843937;90.01600676;9742.109071;1;12034442.94
0;0.0014;100.6465333;101.4536735;101.0038243;9259.824111;1;11685665.49
0;0.0015;111.6455736;112.5401175;112.0323549;8781.965463;1;11304475.75
0;0.0016;122.603956;123.5772908;123.0041135;8311.871931;1;10901506.8
0;0.0017;133.4424745;134.4989425;133.8526125;7854.938661;1;10488036.45
0;0.0018;144.1008006;145.2432309;144.5304635;7415.655127;1;10106171.67
0;0.0019;154.5442136;155.7614572;154.9922419;6997.493293;1;9765141.713
0;0.002;164.7374613;166.0285166;165.2032706;6602.353086;1;9468609.792
0;0.0021;174.6474202;176.0256362;175.1388843;6226.763552;1;9179856.407
0;0.0022;184.2606139;185.7200489;184.7810212;5871.105467;1;8895227.705
0;0.0023;193.5642134;195.1015153;194.1115989;5535.727662;1;8623224.088
0;0.0024;202.5561722;204.1595006;203.1162176;5218.892526;1;8359645.012
0;0.0025;211.2206163;212.8906808;211.8007233;4921.975861;1;8113007.188
0;0.0026;219.5642669;221.29746;220.1593567;4644.449951;1;7882332.002
0;0.0027;227.5946779;229.3747401;228.2006051;4384.676171;1;7649057.908
0;0.0028;235.3113219;237.1361986;235.9269166;4141.491374;1;7428254.132
0;0.0029;242.7217632;244.584373;243.3518269;3914.475579;1;7247671.987
0;0.003;249.8361936;251.7343421;250.4757123;3701.938857;1;7093343.198
0;0.0031;256.6596646;258.5926052;257.3110253;3502.541749;1;6909914.964
0;0.0032;263.2035976;265.1661728;263.8672294;3316.425429;1;6727343.61
0;0.0033;269.477205;271.4685132;270.1547021;3142.836914;1;6566455.639
0;0.0034;275.4915276;277.5087698;276.1852037;2979.799766;1;6440601.782
0;0.0035;281.2535353;283.3041767;281.9666444;2827.792759;1;6341541.212
0;0.0036;286.7845886;288.8537484;287.5118814;2685.467632;1;6234490.153
0;0.0037;292.0885999;294.1818308;292.823424;2551.995287;1;6120224.27
0;0.0038;297.1740476;299.290989;297.9188271;2426.533304;1;6005259.588
0;0.0039;302.0493161;304.1945518;302.805343;2309.186269;1;5894628.655
0;0.004;306.7226443;308.9001493;307.4971177;2199.322118;1;5795152.931
0;0.0041;311.209191;313.4129932;311.999935;2095.708447;1;5716028.479
0;0.0042;315.5182541;317.7397067;316.3230414;1998.387189;1;5673261.768
0;0.0043;319.6536524;321.8934251;320.4751379;1906.528924;1;5632524.067
0;0.0044;323.6267169;325.8845755;324.4585159;1820.111679;1;5593083.586
0;0.0045;327.4429926;329.7145946;328.2892924;1738.754173;1;5545126.411
0;0.0046;331.1093634;333.3976014;331.9663491;1661.526809;1;5460006.007
0;0.0047;334.6342533;336.9343495;335.500409;1588.829478;1;5392775.002
0;0.0048;338.0250608;340.3355383;338.896315;1521.124891;1;5352264.837
0;0.0049;341.2854138;343.6074856;342.1655797;1457.610584;1;5323556.88
0;0.005;344.4258242;346.7567099;345.3095618;1396.992621;1;5250183.195
0;0.0051;347.4478003;349.7892002;348.3358546;1339.129367;1;5187240.479
0;0.0052;350.3562386;352.708423;351.2492723;1283.885987;1;5126367.343
0;0.0053;353.1560791;355.5199199;354.0528182;1231.720311;1;5090993.591
0;0.0054;355.8518806;358.226796;356.7541247;1182.626202;1;5072362.565
0;0.0055;358.4481204;360.8351159;359.3583574;1136.176366;1;5068812.144
0;0.0056;360.9496408;363.3498872;361.870021;1091.942014;1;5044267.827
0;0.0057;363.3631088;365.773929;364.2925186;1049.994718;1;4994408.923
0;0.0058;365.6906799;368.111863;366.6289267;1009.600937;1;4961893.641
0;0.0059;367.9357435;370.3671971;368.8818464;971.5926282;1;4983850.963
