realization;time;v_x_sq;v_y_sq;v_z_sq;<E>;cell_vol;rho_norm
0;0;0;0;0;379924.3914;9.871899714e-07;1.090782424e+13
0;2.5e-06;0.5745133283;1.145290203;0.4236134224;385056.2789;9.833598567e-07;1.089517209e+13
0;5e-06;2.213275259;4.425175718;1.696393576;378910.2532;9.763059803e-07;1.097399143e+13
0;7.5e-06;4.615382841;8.187595905;3.699143956;350639.6223;9.757863041e-07;1.097500909e+13
0;1e-05;7.457994372;11.27139708;6.189581377;327820.3154;9.76598068e-07;1.10023715e+13
0;1.25e-05;10.58912733;14.12214235;8.994410071;307317.4194;9.758852447e-07;1.104187474e+13
0;1.5e-05;13.94994939;16.87372461;12.00442622;289775.168;9.767473607e-07;1.099588052e+13
0;1.75e-05;17.5091834;19.58177244;15.11277574;274198.8072;9.747661177e-07;1.089637975e+13
0;2e-05;21.13969023;22.30467714;18.24939854;259485.7375;9.758406966e-07;1.08875944e+13
0;2.25e-05;24.72871475;25.00980024;21.39638518;246404.3636;9.749682418e-07;1.098439097e+13
0;2.5e-05;28.26811125;27.6355874;24.54485158;232329.9602;9.764781349e-07;1.10368661e+13
0;2.75e-05;31.65270811;30.15113176;27.67641743;218597.9123;9.76344432e-07;1.102621668e+13
0;3e-05;34.83008566;32.56681505;30.75862012;209450.727;9.763001611e-07;1.101394538e+13
0;3.25e-05;37.91465567;34.87216078;33.73115942;197935.87;9.76376499e-07;1.106312749e+13
0;3.5e-05;40.9470894;37.00833511;36.54436671;189872.9564;9.778401722e-07;1.117033445e+13
0;3.75e-05;43.90304888;39.06316141;39.24035284;184108.0398;9.795800662e-07;1.115622185e+13
0;4e-05;46.81499523;40.91507336;41.79295854;176322.3028;9.753088085e-07;1.100366806e+13
0;4.25e-05;49.56772163;42.5029613;44.10608073;166737.9187;9.777573909e-07;1.100602268e+13
0;4.5e-05;52.10975388;43.89854159;46.15637682;157608.2066;9.804371557e-07;1.088240094e+13
0;4.75e-05;54.57475297;45.14669606;47.99842344;152569.3;9.7959656e-07;1.112788481e+13
0;5e-05;56.84158792;46.29559367;49.65154646;141666.7004;9.819129238e-07;1.103201775e+13
0;5.25e-05;58.78792846;47.38923734;51.10768006;131851.0702;9.764216603e-07;1.099987589e+13
0;5.5e-05;60.3917217;48.42396618;52.4036975;127670.7815;9.798046528e-07;1.084784208e+13
