realization;time;v_x_sq;v_y_sq;v_z_sq;<E>;cell_vol;rho_norm
0;0;0;0;0;235678.6011;9.871899714e-07;5.96954347e+10
0;2.5e-06;0.1686738852;0.1189953223;0.1287380716;236396.4155;9.833598567e-07;5.997052206e+10
0;5e-06;0.674959896;0.4750971395;0.5151707117;236526.0039;9.762949199e-07;6.022764487e+10
0;7.5e-06;1.51684143;1.06410358;1.15784523;235480.6329;9.759434159e-07;6.015504435e+10
0;1e-05;2.687374339;1.880893155;2.051446949;233562.3377;9.764861442e-07;5.998056927e+10
0;1.25e-05;4.175749847;2.915964703;3.18776551;231056.7231;9.764303744e-07;5.979166713e+10
0;1.5e-05;5.968284495;4.15687754;4.555753311;227882.1003;9.764201137e-07;5.955873617e+10
0;1.75e-05;8.046621144;5.587695931;6.14096169;223903.2653;9.764788972e-07;5.928195003e+10
0;2e-05;10.38776506;7.189572747;7.926345158;219329.7996;9.76182323e-07;5.899403331e+10
0;2.25e-05;12.95861769;8.94026702;9.892134352;213648.2961;9.771319378e-07;5.859885754e+10
0;2.5e-05;15.72229636;10.81506661;12.01594765;207584.2635;9.775138616e-07;5.821305024e+10
0;2.75e-05;18.64598105;12.78874493;14.27728317;201167.5755;9.764911393e-07;5.785880423e+10
0;3e-05;21.68478451;14.83320397;16.65056993;193653.3225;9.785480692e-07;5.735659946e+10
0;3.25e-05;24.79786774;16.92461606;19.11089755;186550.539;9.764347228e-07;5.704423276e+10
0;3.5e-05;27.9369516;19.03935207;21.63847652;178337.3933;9.795527583e-07;5.650793879e+10
0;3.75e-05;31.06318759;21.15618101;24.20836571;170778.8818;9.784598825e-07;5.621866826e+10
0;4e-05;34.15699319;23.25579469;26.79761118;163256.5116;9.762457095e-07;5.604729995e+10
0;4.25e-05;37.17055775;25.31204245;29.38025305;155051.9336;9.770886174e-07;5.564217289e+10
0;4.5e-05;40.0644534;27.30018071;31.92757055;147103.2957;9.762415798e-07;5.530265983e+10
0;4.75e-05;42.81211373;29.21271452;34.40498639;139126.2399;9.801098006e-07;5.481536378e+10
0;5e-05;45.38290699;31.03143269;36.77665358;131325.2152;9.803349963e-07;5.454012825e+10
0;5.25e-05;47.76050755;32.73936469;39.01658905;124375.3849;9.816650364e-07;5.431475335e+10
0;5.5e-05;49.92951681;34.3214417;41.10567707;118009.3333;9.786442886e-07;5.432599073e+10
0;5.75e-05;51.86894891;35.7605502;43.02614225;112108.9046;9.810882719e-07;5.413362896e+10
0;6e-05;53.57285437;37.0429163;44.75773244;107070.8424;9.779894571e-07;5.42437263e+10
0;6.25e-05;55.03104678;38.15601425;46.27019408;101852.6761;9.805376974e-07;5.404241994e+10
0;6.5e-05;56.23349145;39.1034005;47.53579611;97447.8281;9.796250411e-07;5.405602927e+10
0;6.75e-05;57.17724241;39.88166883;48.54621956;93488.02345;9.80313448e-07;5.3826604e+10
0;7e-05;57.85021096;40.48075912;49.30106629;90851.86327;9.799923371e-07;5.369144386e+10
0;7.25e-05;58.24835064;40.89998259;49.80299655;89882.34122;9.802930713e-07;5.370349179e+10
0;7.5e-05;58.36652175;41.1419435;50.05142685;90304.30187;9.839077071e-07;5.367064249e+10
0;7.75e-05;58.20992579;41.20236225;50.07342959;91843.59777;9.799487208e-07;5.390465314e+10
0;8e-05;57.78797341;41.08769708;49.9019565;93873.35153;9.811696815e-07;5.373666742e+10
0;8.25e-05;57.10157733;40.80094429;49.54261724;97163.99766;9.800806432e-07;5.379311214e+10
0;8.5e-05;56.1691763;40.34862621;49.00901162;102123.8262;9.778693617e-07;5.404416365e+10
0;8.75e-05;55.00859119;39.74527591;48.33209871;107857.9143;9.800615079e-07;5.396850645e+10
0;9e-05;53.64900118;39.01568208;47.5370745;114075.0005;9.792625853e-07;5.417986071e+10
0;9.25e-05;52.12568088;38.18554964;46.63289736;120808.5422;9.8030943e-07;5.435198798e+10
0;9.5e-05;50.47104047;37.27619832;45.62694895;127204.4732;9.796737724e-07;5.457070725e+10
0;9.75e-05;48.70784552;36.31029727;44.53896858;133428.7581;9.847585091e-07;5.43941242e+10
0;0.0001;46.85582053;35.29237566;43.38846619;140609.1065;9.786233928e-07;5.486440846e+10
0;0.0001025;44.95896412;34.24186466;42.2027228;146494.3311;9.831688555e-07;5.479039477e+10
0;0.000105;43.0603924;33.19064002;40.99422338;152748.8749;9.836408161e-07;5.504079538e+10
0;0.0001075;41.19360284;32.14914022;39.77149729;159588.9448;9.849043031e-07;5.521758831e+10
0;0.00011;39.38812901;31.13334115;38.5604963;166125.5616;9.847320865e-07;5.545639035e+10
0;0.0001125;37.68284953;30.16275813;37.39141775;171784.6559;9.825851012e-07;5.570311967e+10
0;0.000115;36.11973194;29.27049052;36.30216241;175761.084;9.859906247e-07;5.564058581e+10
0;0.0001175;34.72363829;28.46880466;35.31752796;181387.6408;9.827801629e-07;5.596915526e+10
0;0.00012;33.51339079;27.77058974;34.45311964;184915.076;9.853252418e-07;5.604364964e+10
0;0.0001225;32.50274105;27.19970671;33.73374534;187347.0193;9.88337597e-07;5.586469557e+10
0;0.000125;31.69707689;26.76276827;33.18165636;188688.4814;9.932875264e-07;5.555313885e+10
0;0.0001275;31.10549144;26.46658664;32.79735365;190758.6795;9.939193247e-07;5.553399867e+10
0;0.00013;30.73782557;26.31146977;32.57585411;192315.8712;9.907860457e-07;5.565550519e+10
0;0.0001325;30.59337577;26.29204647;32.51745915;193437.4369;9.930500539e-07;5.551997754e+10
0;0.000135;30.66157595;26.41199303;32.61265006;194001.9427;9.916915933e-07;5.552876269e+10
0;0.0001375;30.92885678;26.66966925;32.85943904;193769.6369;9.899002047e-07;5.548738031e+10
